external_id,title,project_lead_name,co_researchers,institution,province,country,competition_year,award_amount,program,program_type,theme,research_subject,keywords,abstract,duration,source_url
168565,Frequency-Selective MRI in Regenerative Medicine,Cunningham  Charles H,"Cunningham, Charles H","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Canada,200709,400000.0,Peter Lougheed/CIHR New Investigator Canada's Premier Young Researcher,Salary Programs,Biomedical,Circulatory and Respiratory Health,Cell Tracking; Contrast Agents; Magnetic Resonance Imaging; Metabolism; Molecular Imaging; Regenerative Medicine,"Coronary artery disease, leading to chest pain and heart attacks, is the leading cause of death in the developed world. The damaged heart muscle is replaced with scar tissue resulting in diminished ability to pump blood and culminating in heart failure in a third of all patients, even with all the treatments provided by modern medicine. Based on positive results in small animals, there is hope that cell-based therapies using transplants of progenitor cells, such as bone marrow derived in stem cells, will provide a means to reduce the incidence of heart failure by repairing the damaged heart tissue.

In research towards this goal, methods for following the location and studying the activity of these transplanted cells are of utmost importance. Magnetic resonance imaging has shown a great deal of promise for tracking the location of stem cells non-invasively. In the proposed research plan, a novel method for imaging stems cells such that the signal is bright (as opposed to dark with conventional methods) is developed towards application in the clinic.  In a second project component, MRI of hyperpolarized carbon-13, which enables the direct imaging of metabolism using an MRI machine, is studied.  This new method is proposed for studying cellular metabolism in and around damaged heart muscle to better plan and evaluate regenerative therapy.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=168565&lang=en
168880,FIRST for Depression in an EAP: Feasibility of Intervention Research on Stepped-care Treatment for Depression in an Employee Assistance Program.,Lam  Raymond W,"Lam, Raymond W",University Hospital (U.B.C.),British Columbia,Canada,200807,66361.0,Catalyst Grant: Planning &amp; Develop. in Mental Hlth &amp; Addiction in the Workplace,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Cognitive Behaviour Therapy; Depression; Employee Assistance Programs; Qualitative Methods; Rating Scales; Workplace,"Clinical depression and anxiety in employees, managers and executives (workplace depression) is a significant burden to society from both human resource and economic viewpoints. Depression is now a leading cause of absenteeism, short-term and long-term disability, and also contributes significantly to ""presenteeism"" in affected workers. Despite the impact of clinical depression on workplaces, there is little information on the most effective interventions for workers struggling with depression. Employee and family assistance programs (EAPs) are often the ""first line of defence"" for employees coping with stress, depression and anxiety. Our study, ""FIRST for Depression in an EAP"", will focus on screening and early intervention strategies in EAP clients with clinical depression and anxiety. We will pilot test novel types of treatment (for example, computer-assisted or telephone-delivered counseling) in an EAP to find out how acceptable and how satisfactory are these methods for clinicians and clients. We will also address some of the barriers to conducting intervention research in a business and clinical setting such as an EAP. The results from ""FIRST for Depression in an EAP"" will allow us to plan rigorous studies to evaluate interventions within EAPs. The results will also provide new information on the clinical and productivity outcomes of clients with depression and anxiety using EAP services.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=168880&lang=en
168881,Mindfulness-based Cognitive Therapy for the prevention of depressive relapse in the workplace,Lau  Mark A,"Lau, Mark A",University of British Columbia,British Columbia,Canada,200807,73340.0,Catalyst Grant: Planning &amp; Develop. in Mental Hlth &amp; Addiction in the Workplace,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Depression; Employee Assistance Program; Mindfulness-Based Cognitive Therapy; Relapse Prevention; Telehealth; Workplace,"Depression is among the most costly of all health problems to employers. This is particularly true for the health service sector, which typically employs mostly women as depression is twice as prevalent for women as for men.  As a result, these workplaces can demonstrate higher than normal prevalence rates for depression.  For example, in a recent health survey of 10,000 employees of the Provincial Health Services Authority (PHSA), which operates highly specialized health services in British Columbia, over 12% were likely to be experiencing depression.  Importantly, approximately 50% of individuals who recover from an initial episode of depression will develop a second episode, and for those with a history of two or more episodes, the relapse/recurrence risk increases to 70-80%.  To better manage and prevent depression at PHSA, mindfulness-based cognitive therapy (MBCT) has been approved as part of PHSA's Workplace Mental Health & Addiction Strategy to reduce the risk of depressive relapse.  MBCT is a group based treatment that has been shown to be effective in preventing depressive relapse.  However, it remains to be determined how to effectively deliver MBCT in the workplace as some employees may not be interested in participating in a group with other co-workers.  Thus, the goal of this proposal is to evaluate employee preferences and the feasibility of offering MBCT as delivered in four different formats: (1) group MBCT; (2) group MBCT via the internet; (3) individual MBCT; and, (4) individual MBCT via telephone.  In addition, we will evaluate the effectiveness of an MBCT training program for Employee Assistance Program practitioners who will be recruited and trained to provide MBCT.  Our proposed work will help to determine which MBCT delivery format(s) is the most promising for use in the workplace and help prepare our research team/workplace partnership for future studies of implementing MBCT to prevent depressive relapse and improve workplace outcomes.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=168881&lang=en
168882,PREDICTORS OF STRESS AND TRAUMA RESPONSES TO HIGH IMPACT EVENTS IN POLICE DISPATCHERS,Leblanc  Vicki R,"Leblanc, Vicki R; Regehr, Cheryl",University of Toronto,Ontario,Canada,200807,48340.0,Catalyst Grant: Planning &amp; Develop. in Mental Hlth &amp; Addiction in the Workplace,Operating Grants,Social / Cultural / Environmental / Population Health,"Neurosciences, Mental Health and Addiction",Cortisol; Mental Health; Police Dispatchers; Post-Traumatic Stress Symptoms; Predictor Variables; Stress,"Emergency services work is characterized by high stress situations requiring immediate intervention and by exposure to distressing events that are outside the experience of the general public. Dispatchers must cope with a rapid succession of emergency calls, interact with highly distressed callers often over a prolonged period of time, and coordinate interprofessional communications in order to achieve positive outcomes. Furthermore, dispatchers are not physically present at the site of an emergency; they often report feeling isolated and powerless to assist during the emergency and are generally unaware of the resolution of the event. The proposed research project is a pilot study aimed at generating preliminary data regarding the interactions of mental health disruptions, mediating factors, stress responses and performance in an understudied population that is regularly exposed to salient stressors.  In this study, participating dispatch workers will be required to respond to a simulated 9-1-1 call from a member of the public. A number of psychosocial and physical stressors will be added to the scenarios. The participants¿ stress responses (subjective and physiological) will be assessed. Furthermore, a number of potential predictor variables will be assessed in order to determine whether they mediate responses and performance during acute events. The proposed project represents the first study in a developing program of research aimed at understanding the effects of acute stress and trauma on police dispatchers. The findings of this study will be used to inform the design of subsequent research projects aimed at examining how these factors of interest play out in real world scenarios. Furthermore, the results of this project will be crucial in guiding the development of interventions and policies for the support and training of those individuals who routinely encounter acutely stressful events.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=168882&lang=en
168885,Workplace reintegration of Veterans with mental disorders,Pedlar  David J,"Pedlar, David J",University of Prince Edward Island (Charlottetown),Prince Edward Island,Canada,200807,80000.0,Catalyst Grant: Planning &amp; Develop. in Mental Hlth &amp; Addiction in the Workplace,Operating Grants,Health systems / services,"Neurosciences, Mental Health and Addiction",Depression; Mental Health; Military Workforce; Operational Stress Injuries; Post Traumatic Stress Disorder; Veteran,"Workplace Reintegration of Veterans with Mental Disorders

Mental health has special significance in the Canadian military and Veteran (former military) populations. For example, the rate of depression among regular Canadian Forces members is double that of the general population. Military service is demanding both physically and emotionally, and mental illness may be a consequence of military service. Mental disorders are associated with premature discharge from the military. Furthermore, reintegrating into the civilian workplace is difficult for Veterans in Canada, Britain, and the United States.

The primary objective of this proposal is to build a team of experts in workplace reintegration difficulties in Veterans with mental disorders.  Team building is the first phase of an anticipated research program that will provide an understanding of successful reintegration, determined by the interplay of workplace, compensation, health care, and personal factors. 
 
Veterans are an understudied population of about 1 million Canadians. Building this team of experts will provide the first opportunity to expand knowledge on the impact of mental health on workplace reintegration of Veterans. This research team has the potential to 1) direct policy development, as programs for Veteran vocational rehabilitation are evaluated and adjusted, 2) establish important research targets in Veteran workplace mental health, 3) pave the way for intervention research that aims to increase successful reintegration of Veterans into civilian life. We owe a special duty to those who have made sacrifices while serving Canada.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=168885&lang=en
169068,National network for characterization of influenza virus evolution and antiviral drug susceptibility,Boivin  Guy,"Boivin, Guy",Universit&eacute; Laval,Qu&eacute;bec,Canada,200806,0.0,Catalyst Grant: Pandemic Outbreak Team Leader,Operating Grants,Biomedical,Infection and Immunity,Antiviral; Influenza Virus; Phylogeny; Resistance; Viral Evolution,"Influenza A viruses evolve constantly and rapidly leading to seasonal flu epidemics and occasional but devastating flu pandemics. There is thus a need to rapidly identify new emerging influenza strains for rapid development of effective influenza vaccines. In addition, there has been a recent and important increase of influenza resistance to the only two classes of antiviral agents available (adamantanes and neuraminidase (NA) inhibitors) which limit treatment/prophylactic opportunities for infected patients and their contacts.

In this research, we propose to set up a national network for a comprehensive and real-time evaluation of influenza virus evolution and for global antiviral suceptibility assessment. In brief, a panel of influenza A viruses will be collected at 4 geographically-representative Canadian virology laboratories during a major influenza outbreak or in the early phase of a pandemic. The molecular (NA and hemagglutinin (HA) gene sequencing) and antigenic properties of these viruses will be analyzed at a central laboratory. Based on sequence alignments, phylogenetic trees will be constructed to assess viral evolution over time. Similarly, phenotypic (plaque and enzymatic assays) and genotypic methods will be used to evaluate viral susceptibility or resistance to available antiviral agents. All results will be rapidly transmitted to provincial and national public health authorities.

At term, this integrated network will improve public health control measures with more rationale use of antiviral agents and rapid design of effective vaccines in the case of major influenza outbreaks or pandemics.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169068&lang=en
169070,Catalyst Grant: Pandemic Outbreak Team Leader in Mathematical Modeling,Pourbohloul  Babak,"Pourbohloul, Babak",University of British Columbia,British Columbia,Canada,200806,0.0,Catalyst Grant: Pandemic Outbreak Team Leader,Operating Grants,Social / Cultural / Environmental / Population Health,Infection and Immunity,Contact Network Epidemiology; Human/Avian Influenza; Mathematical Modeling; Pandemic Preparedness Planning; Public Health; Transmission Dynamics,"The threat posed by the emergence of the highly pathogenic strain of influenza A has been met with an 
abundance of preemptive scientific research to prepare for a pandemic. However, it is equally important 
that Canada¿s top researchers are accessible at the advent of a pandemic to adapt and develop public 
health measures as the pandemic progresses. The objective of this application is to bring together the 
required leadership and expertise to create a predictive integrated framework that will strengthen 
Canada¿s pandemic response both at the beginning, as well as throughout the duration of a pandemic.

The threat posed by the emergence of the highly pathogenic strain of influenza A has been met with an 
abundance of preemptive scientific research to prepare for a pandemic. However, it is equally important 
that Canada¿s top researchers are accessible at the advent of a pandemic to adapt and develop public 
health measures as the pandemic progresses. The objective of this application is to bring together the 
required leadership and expertise to create a predictive integrated framework that will strengthen 
Canada¿s pandemic response both at the beginning, as well as throughout the duration of a pandemic.

This application will yield a national network that leverages tremendous expertise in EID modeling and 
positions Canada at the forefront in terms of outbreak research and rational planning for EIDs. With the 
latest mathematical techniques and the most advanced computational technologies at their disposal, this 
team, under the proposed leadership, can significantly improve Canada¿s response to any potential 
threat from emerging infections, both nationally and internationally.",1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169070&lang=en
169136,"hereditary cancers (genetics) such as VHL, FAP,",Green  Jane S,"Green, Jane S",Memorial University of Newfoundland,Newfoundland and Labrador,Canada,200805,50000.0,Knowledge Translation Prize,Operating Grants,,,,,1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169136&lang=en
169139,late-life suicide prevention toolkit,Heisel  Marnin J,"Heisel, Marnin J",Western University (Ontario),Ontario,Canada,200806,50000.0,Betty Havens Prize,Operating Grants,,,,,1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169139&lang=en
169140,Action Schools! childhood inactivity and obesity,Mckay  Heather A,"Mckay, Heather A",University of British Columbia,British Columbia,Canada,200805,50000.0,Knowledge Translation Prize,Operating Grants,,,,,1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169140&lang=en
169144,Tele-ophthalmology to improve access to ophthalmologic care in remote areas,Tennant  Matthew T,"Tennant, Matthew T",University of Alberta,Alberta,Canada,200805,100000.0,Knowledge Translation Prize,Operating Grants,,,,,1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169144&lang=en
169936,Down Syndrome Research Foundation,Mckenna  Dawn,"Mckenna, Dawn","Down Syndrome Research Foundation (Burnaby, BC)",British Columbia,Canada,200806,25000.0,Partnership Award,Operating Grants,,,,,1 yr 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=169936&lang=en
